sample_id,strain1,strain2,chrom,start,end,length
SMI000-K04-B01-M02,1,2,Pf3D7_11_v3,110641,787953,677312
SMI000-K04-B01-M02,1,2,Pf3D7_11_v3,1294741,2003008,708267
SMI000-K04-B01-M02,1,2,Pf3D7_12_v3,61435,382400,320965
SMI000-K04-B01-M02,1,2,Pf3D7_13_v3,2541529,2575636,34107
SMI000-K04-B01-M02,1,3,Pf3D7_01_v3,95518,567657,472139
SMI000-K04-B01-M02,1,3,Pf3D7_02_v3,109248,438323,329075
SMI000-K04-B01-M02,1,3,Pf3D7_02_v3,805840,860832,54992
SMI000-K04-B01-M02,1,3,Pf3D7_03_v3,814220,878750,64530
SMI000-K04-B01-M02,1,3,Pf3D7_04_v3,544673,758596,213923
SMI000-K04-B01-M02,1,3,Pf3D7_04_v3,856599,1143965,287366
SMI000-K04-B01-M02,1,3,Pf3D7_05_v3,39872,131301,91429
SMI000-K04-B01-M02,1,3,Pf3D7_05_v3,351970,673560,321590
SMI000-K04-B01-M02,1,3,Pf3D7_05_v3,1038517,1321074,282557
SMI000-K04-B01-M02,1,3,Pf3D7_06_v3,74373,816606,742233
SMI000-K04-B01-M02,1,3,Pf3D7_06_v3,884526,1111651,227125
SMI000-K04-B01-M02,1,3,Pf3D7_07_v3,126292,480458,354166
SMI000-K04-B01-M02,1,3,Pf3D7_07_v3,609762,619957,10195
SMI000-K04-B01-M02,1,3,Pf3D7_07_v3,1109226,1380526,271300
SMI000-K04-B01-M02,1,3,Pf3D7_08_v3,75691,1278610,1202919
SMI000-K04-B01-M02,1,3,Pf3D7_09_v3,929701,994573,64872
SMI000-K04-B01-M02,1,3,Pf3D7_10_v3,1171192,1513542,342350
SMI000-K04-B01-M02,1,3,Pf3D7_11_v3,1294741,2003008,708267
SMI000-K04-B01-M02,1,3,Pf3D7_12_v3,61435,377095,315660
SMI000-K04-B01-M02,1,3,Pf3D7_12_v3,807679,2155095,1347416
SMI000-K04-B01-M02,1,3,Pf3D7_13_v3,77901,270924,193023
SMI000-K04-B01-M02,1,3,Pf3D7_13_v3,1682933,2575636,892703
SMI000-K04-B01-M02,1,3,Pf3D7_14_v3,312693,420866,108173
SMI000-K04-B01-M02,1,3,Pf3D7_14_v3,602104,918720,316616
SMI000-K04-B01-M02,1,3,Pf3D7_14_v3,1438616,3255607,1816991
SMI000-K04-B01-M02,2,3,Pf3D7_01_v3,493159,567657,74498
SMI000-K04-B01-M02,2,3,Pf3D7_02_v3,109248,862030,752782
SMI000-K04-B01-M02,2,3,Pf3D7_03_v3,71040,890218,819178
SMI000-K04-B01-M02,2,3,Pf3D7_04_v3,255939,856599,600660
SMI000-K04-B01-M02,2,3,Pf3D7_04_v3,922780,999012,76232
SMI000-K04-B01-M02,2,3,Pf3D7_05_v3,673560,1038517,364957
SMI000-K04-B01-M02,2,3,Pf3D7_06_v3,1111651,1294070,182419
SMI000-K04-B01-M02,2,3,Pf3D7_07_v3,77194,126292,49098
SMI000-K04-B01-M02,2,3,Pf3D7_07_v3,415137,609762,194625
SMI000-K04-B01-M02,2,3,Pf3D7_07_v3,619957,1109226,489269
SMI000-K04-B01-M02,2,3,Pf3D7_08_v3,1310759,1364499,53740
SMI000-K04-B01-M02,2,3,Pf3D7_09_v3,82153,363301,281148
SMI000-K04-B01-M02,2,3,Pf3D7_09_v3,1080391,1472334,391943
SMI000-K04-B01-M02,2,3,Pf3D7_10_v3,70764,1389266,1318502
SMI000-K04-B01-M02,2,3,Pf3D7_11_v3,787953,2003008,1215055
SMI000-K04-B01-M02,2,3,Pf3D7_12_v3,61435,377095,315660
SMI000-K04-B01-M02,2,3,Pf3D7_12_v3,382400,807679,425279
SMI000-K04-B01-M02,2,3,Pf3D7_13_v3,270924,1682933,1412009
SMI000-K04-B01-M02,2,3,Pf3D7_13_v3,2541529,2788579,247050
SMI000-K04-B01-M02,2,3,Pf3D7_14_v3,35796,312693,276897
SMI000-K04-B01-M02,2,3,Pf3D7_14_v3,420866,602104,181238
SMI000-K04-B01-M02,2,3,Pf3D7_14_v3,918720,1438616,519896
SMI001-K04-B01-M03,0,1,Pf3D7_01_v3,95518,567657,472139
SMI001-K04-B01-M03,0,1,Pf3D7_02_v3,109248,805840,696592
SMI001-K04-B01-M03,0,1,Pf3D7_03_v3,878750,1002946,124196
SMI001-K04-B01-M03,0,1,Pf3D7_04_v3,91817,1143965,1052148
SMI001-K04-B01-M03,0,1,Pf3D7_05_v3,39872,95628,55756
SMI001-K04-B01-M03,0,1,Pf3D7_05_v3,138524,1321074,1182550
SMI001-K04-B01-M03,0,1,Pf3D7_06_v3,74373,1294070,1219697
SMI001-K04-B01-M03,0,1,Pf3D7_07_v3,77194,132909,55715
SMI001-K04-B01-M03,0,1,Pf3D7_07_v3,202640,475850,273210
SMI001-K04-B01-M03,0,1,Pf3D7_07_v3,480458,1380526,900068
SMI001-K04-B01-M03,0,1,Pf3D7_08_v3,75691,1113495,1037804
SMI001-K04-B01-M03,0,1,Pf3D7_09_v3,164244,1461600,1297356
SMI001-K04-B01-M03,0,1,Pf3D7_10_v3,574773,1570149,995376
SMI001-K04-B01-M03,0,1,Pf3D7_11_v3,110641,812065,701424
SMI001-K04-B01-M03,0,1,Pf3D7_11_v3,902534,920192,17658
SMI001-K04-B01-M03,0,1,Pf3D7_11_v3,999375,1887740,888365
SMI001-K04-B01-M03,0,1,Pf3D7_11_v3,1997231,2003008,5777
SMI001-K04-B01-M03,0,1,Pf3D7_12_v3,61435,2045903,1984468
SMI001-K04-B01-M03,0,1,Pf3D7_13_v3,106161,1891015,1784854
SMI001-K04-B01-M03,0,1,Pf3D7_13_v3,1995595,2788579,792984
SMI001-K04-B01-M03,0,1,Pf3D7_14_v3,35796,109219,73423
SMI001-K04-B01-M03,0,1,Pf3D7_14_v3,161602,1926842,1765240
SMI001-K04-B01-M03,0,1,Pf3D7_14_v3,2006084,2451029,444945
SMI001-K04-B01-M03,0,1,Pf3D7_14_v3,3121601,3255607,134006
SMI001-K04-B01-M03,0,2,Pf3D7_01_v3,95518,509256,413738
SMI001-K04-B01-M03,0,2,Pf3D7_01_v3,530839,567657,36818
SMI001-K04-B01-M03,0,2,Pf3D7_02_v3,109248,322746,213498
SMI001-K04-B01-M03,0,2,Pf3D7_02_v3,468251,855754,387503
SMI001-K04-B01-M03,0,2,Pf3D7_04_v3,115195,128081,12886
SMI001-K04-B01-M03,0,2,Pf3D7_04_v3,255939,695742,439803
SMI001-K04-B01-M03,0,2,Pf3D7_04_v3,999012,1037656,38644
SMI001-K04-B01-M03,0,2,Pf3D7_05_v3,95628,138524,42896
SMI001-K04-B01-M03,0,2,Pf3D7_05_v3,374444,1317755,943311
SMI001-K04-B01-M03,0,2,Pf3D7_07_v3,376423,476732,100309
SMI001-K04-B01-M03,0,2,Pf3D7_07_v3,635759,990172,354413
SMI001-K04-B01-M03,0,2,Pf3D7_08_v3,1008257,1022491,14234
SMI001-K04-B01-M03,0,2,Pf3D7_09_v3,516978,1472334,955356
SMI001-K04-B01-M03,0,2,Pf3D7_10_v3,70764,511300,440536
SMI001-K04-B01-M03,0,2,Pf3D7_10_v3,574773,1014307,439534
SMI001-K04-B01-M03,0,2,Pf3D7_10_v3,1094351,1254230,159879
SMI001-K04-B01-M03,0,2,Pf3D7_10_v3,1570065,1570149,84
SMI001-K04-B01-M03,0,2,Pf3D7_11_v3,110641,902534,791893
SMI001-K04-B01-M03,0,2,Pf3D7_11_v3,920192,952563,32371
SMI001-K04-B01-M03,0,2,Pf3D7_11_v3,999375,1084422,85047
SMI001-K04-B01-M03,0,2,Pf3D7_11_v3,1294584,1295487,903
SMI001-K04-B01-M03,0,2,Pf3D7_11_v3,1543806,1695405,151599
SMI001-K04-B01-M03,0,2,Pf3D7_11_v3,1997231,2003008,5777
SMI001-K04-B01-M03,0,2,Pf3D7_12_v3,61435,122749,61314
SMI001-K04-B01-M03,0,2,Pf3D7_12_v3,382400,492095,109695
SMI001-K04-B01-M03,0,2,Pf3D7_12_v3,1020211,1085565,65354
SMI001-K04-B01-M03,0,2,Pf3D7_12_v3,1398887,2045903,647016
SMI001-K04-B01-M03,0,2,Pf3D7_13_v3,578051,1891015,1312964
SMI001-K04-B01-M03,0,2,Pf3D7_14_v3,637293,918720,281427
SMI001-K04-B01-M03,0,2,Pf3D7_14_v3,1926842,2006084,79242
SMI001-K04-B01-M03,0,2,Pf3D7_14_v3,3121601,3255607,134006
SMI001-K04-B01-M03,0,3,Pf3D7_01_v3,95518,509256,413738
SMI001-K04-B01-M03,0,3,Pf3D7_01_v3,530839,567657,36818
SMI001-K04-B01-M03,0,3,Pf3D7_02_v3,109248,322746,213498
SMI001-K04-B01-M03,0,3,Pf3D7_02_v3,468251,855754,387503
SMI001-K04-B01-M03,0,3,Pf3D7_04_v3,115195,128081,12886
SMI001-K04-B01-M03,0,3,Pf3D7_04_v3,255939,695742,439803
SMI001-K04-B01-M03,0,3,Pf3D7_04_v3,999012,1037656,38644
SMI001-K04-B01-M03,0,3,Pf3D7_05_v3,95628,138524,42896
SMI001-K04-B01-M03,0,3,Pf3D7_05_v3,374444,1317755,943311
SMI001-K04-B01-M03,0,3,Pf3D7_07_v3,376423,476732,100309
SMI001-K04-B01-M03,0,3,Pf3D7_07_v3,635759,990172,354413
SMI001-K04-B01-M03,0,3,Pf3D7_08_v3,1008257,1022491,14234
SMI001-K04-B01-M03,0,3,Pf3D7_09_v3,516978,1472334,955356
SMI001-K04-B01-M03,0,3,Pf3D7_10_v3,70764,511300,440536
SMI001-K04-B01-M03,0,3,Pf3D7_10_v3,574773,1014307,439534
SMI001-K04-B01-M03,0,3,Pf3D7_10_v3,1094351,1254230,159879
SMI001-K04-B01-M03,0,3,Pf3D7_10_v3,1570065,1570149,84
SMI001-K04-B01-M03,0,3,Pf3D7_11_v3,110641,902534,791893
SMI001-K04-B01-M03,0,3,Pf3D7_11_v3,920192,952563,32371
SMI001-K04-B01-M03,0,3,Pf3D7_11_v3,999375,1084422,85047
SMI001-K04-B01-M03,0,3,Pf3D7_11_v3,1294584,1295487,903
SMI001-K04-B01-M03,0,3,Pf3D7_11_v3,1543806,1695405,151599
SMI001-K04-B01-M03,0,3,Pf3D7_11_v3,1997231,2003008,5777
SMI001-K04-B01-M03,0,3,Pf3D7_12_v3,61435,122749,61314
SMI001-K04-B01-M03,0,3,Pf3D7_12_v3,382400,492095,109695
SMI001-K04-B01-M03,0,3,Pf3D7_12_v3,1020211,1085565,65354
SMI001-K04-B01-M03,0,3,Pf3D7_12_v3,1398887,2045903,647016
SMI001-K04-B01-M03,0,3,Pf3D7_13_v3,578051,1891015,1312964
SMI001-K04-B01-M03,0,3,Pf3D7_14_v3,637293,918720,281427
SMI001-K04-B01-M03,0,3,Pf3D7_14_v3,1926842,2006084,79242
SMI001-K04-B01-M03,0,3,Pf3D7_14_v3,3121601,3255607,134006
SMI001-K04-B01-M03,1,2,Pf3D7_01_v3,95518,509256,413738
SMI001-K04-B01-M03,1,2,Pf3D7_01_v3,530839,567657,36818
SMI001-K04-B01-M03,1,2,Pf3D7_02_v3,109248,322746,213498
SMI001-K04-B01-M03,1,2,Pf3D7_02_v3,468251,805840,337589
SMI001-K04-B01-M03,1,2,Pf3D7_02_v3,855754,862030,6276
SMI001-K04-B01-M03,1,2,Pf3D7_03_v3,71040,878750,807710
SMI001-K04-B01-M03,1,2,Pf3D7_04_v3,115195,128081,12886
SMI001-K04-B01-M03,1,2,Pf3D7_04_v3,255939,695742,439803
SMI001-K04-B01-M03,1,2,Pf3D7_04_v3,999012,1037656,38644
SMI001-K04-B01-M03,1,2,Pf3D7_05_v3,374444,1317755,943311
SMI001-K04-B01-M03,1,2,Pf3D7_07_v3,132909,202640,69731
SMI001-K04-B01-M03,1,2,Pf3D7_07_v3,376423,475850,99427
SMI001-K04-B01-M03,1,2,Pf3D7_07_v3,476732,480458,3726
SMI001-K04-B01-M03,1,2,Pf3D7_07_v3,635759,990172,354413
SMI001-K04-B01-M03,1,2,Pf3D7_08_v3,1008257,1022491,14234
SMI001-K04-B01-M03,1,2,Pf3D7_08_v3,1113495,1364499,251004
SMI001-K04-B01-M03,1,2,Pf3D7_09_v3,82153,164244,82091
SMI001-K04-B01-M03,1,2,Pf3D7_09_v3,516978,1461600,944622
SMI001-K04-B01-M03,1,2,Pf3D7_10_v3,511300,1014307,503007
SMI001-K04-B01-M03,1,2,Pf3D7_10_v3,1094351,1254230,159879
SMI001-K04-B01-M03,1,2,Pf3D7_10_v3,1570065,1570149,84
SMI001-K04-B01-M03,1,2,Pf3D7_11_v3,110641,812065,701424
SMI001-K04-B01-M03,1,2,Pf3D7_11_v3,952563,1084422,131859
SMI001-K04-B01-M03,1,2,Pf3D7_11_v3,1294584,1295487,903
SMI001-K04-B01-M03,1,2,Pf3D7_11_v3,1543806,1695405,151599
SMI001-K04-B01-M03,1,2,Pf3D7_11_v3,1887740,2003008,115268
SMI001-K04-B01-M03,1,2,Pf3D7_12_v3,61435,122749,61314
SMI001-K04-B01-M03,1,2,Pf3D7_12_v3,382400,492095,109695
SMI001-K04-B01-M03,1,2,Pf3D7_12_v3,1020211,1085565,65354
SMI001-K04-B01-M03,1,2,Pf3D7_12_v3,1398887,2155095,756208
SMI001-K04-B01-M03,1,2,Pf3D7_13_v3,77901,106161,28260
SMI001-K04-B01-M03,1,2,Pf3D7_13_v3,578051,1995595,1417544
SMI001-K04-B01-M03,1,2,Pf3D7_14_v3,109219,161602,52383
SMI001-K04-B01-M03,1,2,Pf3D7_14_v3,637293,918720,281427
SMI001-K04-B01-M03,1,2,Pf3D7_14_v3,2451029,3255607,804578
SMI001-K04-B01-M03,1,3,Pf3D7_01_v3,95518,509256,413738
SMI001-K04-B01-M03,1,3,Pf3D7_01_v3,530839,567657,36818
SMI001-K04-B01-M03,1,3,Pf3D7_02_v3,109248,322746,213498
SMI001-K04-B01-M03,1,3,Pf3D7_02_v3,468251,805840,337589
SMI001-K04-B01-M03,1,3,Pf3D7_02_v3,855754,862030,6276
SMI001-K04-B01-M03,1,3,Pf3D7_03_v3,71040,878750,807710
SMI001-K04-B01-M03,1,3,Pf3D7_04_v3,115195,128081,12886
SMI001-K04-B01-M03,1,3,Pf3D7_04_v3,255939,695742,439803
SMI001-K04-B01-M03,1,3,Pf3D7_04_v3,999012,1037656,38644
SMI001-K04-B01-M03,1,3,Pf3D7_05_v3,374444,1317755,943311
SMI001-K04-B01-M03,1,3,Pf3D7_07_v3,132909,202640,69731
SMI001-K04-B01-M03,1,3,Pf3D7_07_v3,376423,475850,99427
SMI001-K04-B01-M03,1,3,Pf3D7_07_v3,476732,480458,3726
SMI001-K04-B01-M03,1,3,Pf3D7_07_v3,635759,990172,354413
SMI001-K04-B01-M03,1,3,Pf3D7_08_v3,1008257,1022491,14234
SMI001-K04-B01-M03,1,3,Pf3D7_08_v3,1113495,1364499,251004
SMI001-K04-B01-M03,1,3,Pf3D7_09_v3,82153,164244,82091
SMI001-K04-B01-M03,1,3,Pf3D7_09_v3,516978,1461600,944622
SMI001-K04-B01-M03,1,3,Pf3D7_10_v3,511300,1014307,503007
SMI001-K04-B01-M03,1,3,Pf3D7_10_v3,1094351,1254230,159879
SMI001-K04-B01-M03,1,3,Pf3D7_10_v3,1570065,1570149,84
SMI001-K04-B01-M03,1,3,Pf3D7_11_v3,110641,812065,701424
SMI001-K04-B01-M03,1,3,Pf3D7_11_v3,952563,1084422,131859
SMI001-K04-B01-M03,1,3,Pf3D7_11_v3,1294584,1295487,903
SMI001-K04-B01-M03,1,3,Pf3D7_11_v3,1543806,1695405,151599
SMI001-K04-B01-M03,1,3,Pf3D7_11_v3,1887740,2003008,115268
SMI001-K04-B01-M03,1,3,Pf3D7_12_v3,61435,122749,61314
SMI001-K04-B01-M03,1,3,Pf3D7_12_v3,382400,492095,109695
SMI001-K04-B01-M03,1,3,Pf3D7_12_v3,1020211,1085565,65354
SMI001-K04-B01-M03,1,3,Pf3D7_12_v3,1398887,2155095,756208
SMI001-K04-B01-M03,1,3,Pf3D7_13_v3,77901,106161,28260
SMI001-K04-B01-M03,1,3,Pf3D7_13_v3,578051,1995595,1417544
SMI001-K04-B01-M03,1,3,Pf3D7_14_v3,109219,161602,52383
SMI001-K04-B01-M03,1,3,Pf3D7_14_v3,637293,918720,281427
SMI001-K04-B01-M03,1,3,Pf3D7_14_v3,2451029,3255607,804578
SMI001-K04-B01-M03,2,3,Pf3D7_01_v3,95518,567657,472139
SMI001-K04-B01-M03,2,3,Pf3D7_02_v3,109248,862030,752782
SMI001-K04-B01-M03,2,3,Pf3D7_03_v3,71040,1002946,931906
SMI001-K04-B01-M03,2,3,Pf3D7_04_v3,91817,1143965,1052148
SMI001-K04-B01-M03,2,3,Pf3D7_05_v3,39872,1321074,1281202
SMI001-K04-B01-M03,2,3,Pf3D7_06_v3,74373,1294070,1219697
SMI001-K04-B01-M03,2,3,Pf3D7_07_v3,77194,1380526,1303332
SMI001-K04-B01-M03,2,3,Pf3D7_08_v3,75691,1364499,1288808
SMI001-K04-B01-M03,2,3,Pf3D7_09_v3,82153,1472334,1390181
SMI001-K04-B01-M03,2,3,Pf3D7_10_v3,70764,1570149,1499385
SMI001-K04-B01-M03,2,3,Pf3D7_11_v3,110641,2003008,1892367
SMI001-K04-B01-M03,2,3,Pf3D7_12_v3,61435,2155095,2093660
SMI001-K04-B01-M03,2,3,Pf3D7_13_v3,77901,2788579,2710678
SMI001-K04-B01-M03,2,3,Pf3D7_14_v3,35796,3255607,3219811
SMI004-K04-B02-M01,0,1,Pf3D7_01_v3,196974,238688,41714
SMI004-K04-B02-M01,0,1,Pf3D7_01_v3,530839,567657,36818
SMI004-K04-B02-M01,0,1,Pf3D7_02_v3,109248,862030,752782
SMI004-K04-B02-M01,0,1,Pf3D7_03_v3,71040,1002946,931906
SMI004-K04-B02-M01,0,1,Pf3D7_04_v3,91817,991236,899419
SMI004-K04-B02-M01,0,1,Pf3D7_04_v3,999012,1055339,56327
SMI004-K04-B02-M01,0,1,Pf3D7_04_v3,1080103,1093508,13405
SMI004-K04-B02-M01,0,1,Pf3D7_04_v3,1100297,1101101,804
SMI004-K04-B02-M01,0,1,Pf3D7_04_v3,1137058,1143965,6907
SMI004-K04-B02-M01,0,1,Pf3D7_05_v3,39872,1321074,1281202
SMI004-K04-B02-M01,0,1,Pf3D7_06_v3,74373,803623,729250
SMI004-K04-B02-M01,0,1,Pf3D7_06_v3,859352,1294070,434718
SMI004-K04-B02-M01,0,1,Pf3D7_07_v3,77194,122637,45443
SMI004-K04-B02-M01,0,1,Pf3D7_08_v3,308234,364033,55799
SMI004-K04-B02-M01,0,1,Pf3D7_08_v3,470004,1227962,757958
SMI004-K04-B02-M01,0,1,Pf3D7_09_v3,110142,1141801,1031659
SMI004-K04-B02-M01,0,1,Pf3D7_10_v3,113505,223432,109927
SMI004-K04-B02-M01,0,1,Pf3D7_10_v3,1254230,1570149,315919
SMI004-K04-B02-M01,0,1,Pf3D7_11_v3,110641,115512,4871
SMI004-K04-B02-M01,0,1,Pf3D7_11_v3,487557,807246,319689
SMI004-K04-B02-M01,0,1,Pf3D7_11_v3,1256754,1446717,189963
SMI004-K04-B02-M01,0,1,Pf3D7_11_v3,2002782,2003008,226
SMI004-K04-B02-M01,0,1,Pf3D7_12_v3,61435,382400,320965
SMI004-K04-B02-M01,0,1,Pf3D7_12_v3,817686,1670700,853014
SMI004-K04-B02-M01,0,1,Pf3D7_13_v3,541473,860281,318808
SMI004-K04-B02-M01,0,1,Pf3D7_14_v3,442110,501766,59656
SMI004-K04-B02-M01,0,1,Pf3D7_01_v3,132574,528354,395780
SMI004-K04-B02-M01,0,1,Pf3D7_02_v3,166372,784379,618007
SMI004-K04-B02-M01,0,1,Pf3D7_04_v3,129448,276127,146679
SMI004-K04-B02-M01,0,1,Pf3D7_04_v3,888001,999012,111011
SMI004-K04-B02-M01,0,1,Pf3D7_05_v3,1108445,1321074,212629
SMI004-K04-B02-M01,0,1,Pf3D7_06_v3,74373,516710,442337
SMI004-K04-B02-M01,0,1,Pf3D7_06_v3,628195,1294070,665875
SMI004-K04-B02-M01,0,1,Pf3D7_07_v3,77194,619957,542763
SMI004-K04-B02-M01,0,1,Pf3D7_08_v3,424720,707340,282620
SMI004-K04-B02-M01,0,1,Pf3D7_08_v3,1312133,1315035,2902
SMI004-K04-B02-M01,0,1,Pf3D7_09_v3,556935,602663,45728
SMI004-K04-B02-M01,0,1,Pf3D7_09_v3,723918,1014530,290612
SMI004-K04-B02-M01,0,1,Pf3D7_09_v3,1469377,1472334,2957
SMI004-K04-B02-M01,0,1,Pf3D7_10_v3,70764,669306,598542
SMI004-K04-B02-M01,0,1,Pf3D7_10_v3,1254230,1570149,315919
SMI004-K04-B02-M01,0,1,Pf3D7_11_v3,110641,2003008,1892367
SMI004-K04-B02-M01,0,1,Pf3D7_12_v3,61435,1114059,1052624
SMI004-K04-B02-M01,0,1,Pf3D7_12_v3,1670700,2136656,465956
SMI004-K04-B02-M01,0,1,Pf3D7_13_v3,585306,2575636,1990330
SMI004-K04-B02-M01,0,1,Pf3D7_14_v3,338453,1069989,731536
SMI004-K04-B02-M01,0,1,Pf3D7_14_v3,1158319,1199242,40923
SMI004-K04-B02-M01,0,1,Pf3D7_14_v3,2753325,3255607,502282
SMI005-K04-B03-M03,0,1,Pf3D7_01_v3,95518,308232,212714
SMI005-K04-B03-M03,0,1,Pf3D7_02_v3,339959,862030,522071
SMI005-K04-B03-M03,0,1,Pf3D7_03_v3,71040,1002946,931906
SMI005-K04-B03-M03,0,1,Pf3D7_04_v3,91817,1143965,1052148
SMI005-K04-B03-M03,0,1,Pf3D7_05_v3,39872,286660,246788
SMI005-K04-B03-M03,0,1,Pf3D7_05_v3,1038517,1321074,282557
SMI005-K04-B03-M03,0,1,Pf3D7_06_v3,74373,815124,740751
SMI005-K04-B03-M03,0,1,Pf3D7_06_v3,824200,834384,10184
SMI005-K04-B03-M03,0,1,Pf3D7_06_v3,1289167,1294070,4903
SMI005-K04-B03-M03,0,1,Pf3D7_07_v3,77194,1380526,1303332
SMI005-K04-B03-M03,0,1,Pf3D7_08_v3,75691,305487,229796
SMI005-K04-B03-M03,0,1,Pf3D7_08_v3,471213,1278610,807397
SMI005-K04-B03-M03,0,1,Pf3D7_08_v3,1289102,1311598,22496
SMI005-K04-B03-M03,0,1,Pf3D7_08_v3,1330342,1364499,34157
SMI005-K04-B03-M03,0,1,Pf3D7_09_v3,82153,1472334,1390181
SMI005-K04-B03-M03,0,1,Pf3D7_10_v3,70764,1570149,1499385
SMI005-K04-B03-M03,0,1,Pf3D7_11_v3,110641,778298,667657
SMI005-K04-B03-M03,0,1,Pf3D7_11_v3,865260,2001019,1135759
SMI005-K04-B03-M03,0,1,Pf3D7_12_v3,354795,532133,177338
SMI005-K04-B03-M03,0,1,Pf3D7_12_v3,749219,2155095,1405876
SMI005-K04-B03-M03,0,1,Pf3D7_13_v3,77901,127110,49209
SMI005-K04-B03-M03,0,1,Pf3D7_13_v3,367468,872241,504773
SMI005-K04-B03-M03,0,1,Pf3D7_13_v3,1891015,2788579,897564
SMI005-K04-B03-M03,0,1,Pf3D7_14_v3,35796,3255607,3219811
SMI006-K04-B02-M02,0,1,Pf3D7_01_v3,178474,567657,389183
SMI006-K04-B02-M02,0,1,Pf3D7_02_v3,109248,166372,57124
SMI006-K04-B02-M02,0,1,Pf3D7_02_v3,405079,468251,63172
SMI006-K04-B02-M02,0,1,Pf3D7_02_v3,630737,805840,175103
SMI006-K04-B02-M02,0,1,Pf3D7_03_v3,357947,362531,4584
SMI006-K04-B02-M02,0,1,Pf3D7_03_v3,501876,509618,7742
SMI006-K04-B02-M02,0,1,Pf3D7_03_v3,878750,1002946,124196
SMI006-K04-B02-M02,0,1,Pf3D7_04_v3,91817,147659,55842
SMI006-K04-B02-M02,0,1,Pf3D7_04_v3,255939,777043,521104
SMI006-K04-B02-M02,0,1,Pf3D7_04_v3,863561,901771,38210
SMI006-K04-B02-M02,0,1,Pf3D7_04_v3,1100339,1143965,43626
SMI006-K04-B02-M02,0,1,Pf3D7_05_v3,39872,391101,351229
SMI006-K04-B02-M02,0,1,Pf3D7_05_v3,615300,669642,54342
SMI006-K04-B02-M02,0,1,Pf3D7_05_v3,951120,1204155,253035
SMI006-K04-B02-M02,0,1,Pf3D7_06_v3,1002835,1111651,108816
SMI006-K04-B02-M02,0,1,Pf3D7_07_v3,85076,476732,391656
SMI006-K04-B02-M02,0,1,Pf3D7_07_v3,619398,1380526,761128
SMI006-K04-B02-M02,0,1,Pf3D7_08_v3,75691,740134,664443
SMI006-K04-B02-M02,0,1,Pf3D7_08_v3,1278610,1290560,11950
SMI006-K04-B02-M02,0,1,Pf3D7_08_v3,1310665,1315811,5146
SMI006-K04-B02-M02,0,1,Pf3D7_09_v3,159227,370705,211478
SMI006-K04-B02-M02,0,1,Pf3D7_09_v3,492627,850094,357467
SMI006-K04-B02-M02,0,1,Pf3D7_10_v3,675913,1111441,435528
SMI006-K04-B02-M02,0,1,Pf3D7_10_v3,1397850,1570149,172299
SMI006-K04-B02-M02,0,1,Pf3D7_11_v3,110641,154299,43658
SMI006-K04-B02-M02,0,1,Pf3D7_11_v3,778298,901414,123116
SMI006-K04-B02-M02,0,1,Pf3D7_12_v3,382400,733520,351120
SMI006-K04-B02-M02,0,1,Pf3D7_12_v3,1670700,2155095,484395
SMI006-K04-B02-M02,0,1,Pf3D7_13_v3,77901,106161,28260
SMI006-K04-B02-M02,0,1,Pf3D7_13_v3,1891015,2408374,517359
SMI006-K04-B02-M02,0,1,Pf3D7_13_v3,2575636,2788579,212943
SMI006-K04-B02-M02,0,1,Pf3D7_14_v3,35796,918720,882924
SMI006-K04-B02-M02,0,2,Pf3D7_01_v3,472576,496805,24229
SMI006-K04-B02-M02,0,2,Pf3D7_02_v3,405079,468251,63172
SMI006-K04-B02-M02,0,2,Pf3D7_02_v3,630737,862030,231293
SMI006-K04-B02-M02,0,2,Pf3D7_03_v3,71040,878750,807710
SMI006-K04-B02-M02,0,2,Pf3D7_04_v3,255939,777043,521104
SMI006-K04-B02-M02,0,2,Pf3D7_04_v3,902548,1143965,241417
SMI006-K04-B02-M02,0,2,Pf3D7_05_v3,39872,1321074,1281202
SMI006-K04-B02-M02,0,2,Pf3D7_06_v3,74373,116607,42234
SMI006-K04-B02-M02,0,2,Pf3D7_06_v3,1002835,1111651,108816
SMI006-K04-B02-M02,0,2,Pf3D7_07_v3,85076,410132,325056
SMI006-K04-B02-M02,0,2,Pf3D7_07_v3,476732,619398,142666
SMI006-K04-B02-M02,0,2,Pf3D7_07_v3,619957,1380526,760569
SMI006-K04-B02-M02,0,2,Pf3D7_08_v3,75691,740134,664443
SMI006-K04-B02-M02,0,2,Pf3D7_08_v3,1031401,1167918,136517
SMI006-K04-B02-M02,0,2,Pf3D7_08_v3,1290560,1310665,20105
SMI006-K04-B02-M02,0,2,Pf3D7_09_v3,152398,492627,340229
SMI006-K04-B02-M02,0,2,Pf3D7_10_v3,675913,1111441,435528
SMI006-K04-B02-M02,0,2,Pf3D7_10_v3,1254230,1394114,139884
SMI006-K04-B02-M02,0,2,Pf3D7_10_v3,1397850,1570149,172299
SMI006-K04-B02-M02,0,2,Pf3D7_11_v3,110641,154299,43658
SMI006-K04-B02-M02,0,2,Pf3D7_11_v3,778298,901414,123116
SMI006-K04-B02-M02,0,2,Pf3D7_11_v3,1375053,2003008,627955
SMI006-K04-B02-M02,0,2,Pf3D7_12_v3,61435,726602,665167
SMI006-K04-B02-M02,0,2,Pf3D7_12_v3,733520,892467,158947
SMI006-K04-B02-M02,0,2,Pf3D7_12_v3,1670700,2155095,484395
